annee_pegi_duree,casting_principal,description,genre,langue,nombre_vote,pays,score,titre
"TV Mini Series,2003,Not Rated,1h 30m","Jesse Spencer,Martin Shaw,Alan Howard,Tom Goodman-Hill,Jeff Rawle,Clive Wood,Robert Hardy,John Clegg,Janie Dee,Hugh Fraser,Emma Rydal,Alex Hassell,Jonathan Coy,Maggie McCarthy,Julia McKenzie,Freda Dowie,Roger Morlidge,William Willoughby",Detective Adam Dalgliesh looks into the death of a young ordinand who died under mysterious circumstances.,"Crime,Drama,Mystery",English,639,United Kingdom,7.1,Death in Holy Orders
"1951,Approved,1h 33m","William Phipps,Susan Douglas Rubes,James Anderson,Charles Lampkin,Earl Lee","The world is destroyed in a nuclear holocaust. Only five Americans survive, including a pregnant woman, a neo-Nazi, a black man and a bank clerk.","Drama,Horror,Sci-Fi",English,1.6K,United States,6.3,Five
"1982,Unrated,1h 19m","Laurel Munson,Janet Penner,Sara Ansley,Virginia Settle,John Morrison,Barbara Lusch,Bill Simmonds,Francine Molter,Dave Hood","Three young women who crash their car during a rainstorm are taken in by a bizarre family at their large, rural estate.",Horror,English,2K,United States,4.9,Unhinged
"2016,PG-13,1h 48m","Joseph Fiennes,Jesse Kove,Bruce Locke,Shawn Dou,Augusta Xu-Holland,Elizabeth Arends,Simon Twu,Kuo-Chu Chang,Richard Sanderson,Darren Grosvenor,Asano Nagahide,Zach Ireland,Teiyu Takagi,Mila Gaeva,Laura Justine Friis Lodahl,Yujian Lou,Hiroshi Nakamura,Wai-Lam Wong",Eric Liddell - China's first gold medalist and one of Scotland's greatest athletes - returns to war-torn China.,"Biography,Drama,History","English,Mandarin,Japanese",1.1K,"China,Hong Kong,United States",5.6,On Wings of Eagles
"2017,PG-13,1h 36m","Amandla Stenberg,Nick Robinson,Anika Noni Rose,Ana de la Reguera,Taylor Hickson,Danube Hermosillo,Dan Payne,Fiona Loewi,Sage Brocklebank,Robert Lawrenson,Peter Benson,Françoise Yip,Farryn VanHumbeck,Marion Eisman,Allison Riley,Valareen Friday,Mae Belen,Megan Robinson",A teenager who's spent her whole life confined to her home falls for the boy next door.,"Drama,Romance","English,Spanish",42K,United States,6.3,"Everything, Everything"
"annee, pegi, duree inconnu",casting inconnu,description inconnu,"Drama,Romance",langue inconnu,vote inconnu,pays inconnu,score inconnu,The Language of Flowers
"TV Series,2012–2013,TV-14,42m","Niall Matter,Sara Canning,Danny Rahim,Yan-Kay Crystal Lowe,Miranda Frigon,Geoff Gustafson,Louis Ferreira,Adrian Holmes,Jodi Balfour,Dan Payne,Kimberley Sustad,Andrew Lee Potts,Lexa Doig,Eric Breker,Rukiya Bernard,Patrick Sabongui,J.C. Williams,David Attar",Canadian spin-off of Primeval (2007). A new team of scientists from the Cross Photonics company in Vancouver track down dangerous creatures emerging through anomalies in time.,"Action,Adventure,Drama",English,4.9K,"Canada,United Kingdom",6.5,Primeval: New World
"1976,PG,2h 1m","Ryan O'Neal,Burt Reynolds,Tatum O'Neal,Brian Keith,Stella Stevens,John Ritter,Jane Hitchcock,Jack Perkins,Brion James,Sidney Armus,Joe Warfield,Tamar Cooper,Alan Gibbs,Mathew Anden,Lorenzo Music,Arnold Soboloff,Jeffrey Byron,Priscilla Pointer",Buck and lawyer Leo accidentally get into movie production in the early days (1910).,Comedy,"English,German",2.7K,"United Kingdom,United States",6.2,Nickelodeon
1h 28m,"Avaah Blackwell,Savannah Basley,Alex Cruz,Richard Zeppieri,Margaryta Soldatova,Billy Parrott,Karlee Rose,Alison Brooks,Kathryn Aboya,Andrea Drepaul,Gino Bravo,Aldrin Bundoc,Wayne Wells,Sebastian Buitrago,Michael A. Miranda,Leslie Takeda,Hubert Boorder,Jaclyn Vogl","In this adrenaline-fueled story, the world of women's mixed martial arts is rocked by an explosive showdown between reigning champion Cassady Jones and rising star Alexa Star. The clash of these two titans sends shock waves through the EFC, as the future of the sport hangs in the balance.","Drama,Sport",langue inconnu,vote inconnu,Canada,score inconnu,EFC
"2000,4m",casting inconnu,description inconnu,Short,langue inconnu,13,United States,7.9,Special Report
"2011,Not Rated,1h 22m","Menzi Ngubane,Terry Pheto,Rapulana Seiphemo,John Kani,Hlubi Mboya,Sello Motloung,Marcel van Heerden,Carlo Radebe,Lucia Mthiyane,Tshepo Sefatsane,Alistair Moulton Black,David Sherwood,David Butler,Dylan Wilson-Max",It's a jungle out there. That's how we meet our lead character Jack. It's been five years since he's seen his partner and best friend Twala. Jack did five years for a robbery gone bad. Twala never got caught and Jack never talked. But Twala is as treacherous as Jack is honourable. He's married Jack's former fiancée. Jack wants to go legit but after being rejected for ...,"Action,Drama",Zulu,102,South Africa,5.4,How to Steal 2 Million
"1996,1h 45m","Magou Seck,Isseu Niang,Moustapha Yade,Abou Camara,Alioune Konaré,Alpha Diouf,Ibou N'Dong,Moussa Cissé,Medoune Seck,Mbaye Diagne,Daouda Lam,Guèye Seynabou,Cheikh Mar,Djambodj Niang,Saliou Diouf,Malick Dione,Alioune Badara Diagne,Mamadou Mahourédia Gueye","Mossane is a beautiful 14-year-old girl who has just reached marriageable age in a village in Senegal. She has many suitors, including a simple-minded farmer's son who plans to drag her away. Even her own brother Ngor is in love with her. However she is in love with Fara, a poor student who has returned to the village, while the university is on strike. At birth, she ...",Drama,Wolof,138,"Germany,Senegal",7.2,Mossane
"2004,R,1h 30m","Martin Short,Jan Hooks,Linda Cardellini,Janeane Garofalo,John Michael Higgins,Elizabeth Perkins,Larry Joe Campbell,Mo Collins,DeRay Davis,Carlos Jacott,Corey Pearson,Aries Spears,Robert Trebor,Gary Anthony Williams,Landon Hansen,Jake Hoffman,Alex Diakun,Peter Breck",Culture critic Jiminy Glick gets tied up in a murder case at the Toronto Film Festival.,"Comedy,Mystery",English,2.4K,"Canada,United States",5.1,Jiminy Glick in Lalawood
"TV Series,2004–2008,TV-Y,22m","Ryan Hirakida,Justin Fletcher,Jennifer Wiltsie,Joanna Ruiz,Tim Bruce,Declan Barnes,Chantal Strand,Peter Kelamis,Doron Bell,Nathan Simpson,Britt McKillip,Ian James Corlett,Kathleen Barr,Maggie Blue O'Hara,Tabitha St. Germain,Shirley Milliner,Doug Parker,Lee Tockar","ToddWorld is an animated children's TV program about the adventures of a boy named Todd and his friends. The show is notable for its bold lines and bright colors. Each episode conveys a message about tolerance, diversity and acceptance.","Animation,Family",English,82,"United States,Canada,Ireland,India,Australia",7.6,ToddWorld
"TV Movie,1995,1h 41m","Roy Marsden,Mairead Carty,Sean Scanlan,Robert Pugh,Peter Tuddenham,Donald Douglas,Cal MacAninch,Ann-Gisel Glass,Frank Finlay,Sian Thomas,Christopher Ravenscroft,Jerome Flynn,Biddy Hodson,Craig Edwards,Suzanne Burden,Susannah Corbett,Jerome Willis,George Costigan","Scotland Yard Commander Adam Dalgliesh has been on leave following the death on duty of a member of his team, DS Sarah Hillier. His superiors order him back to work to investigate the murder of the Director of the Steen Clinic, which specializes in psychiatric cases. Dalgliesh and his team can't quite figure out why they've been assigned to what seems to be a straight...","Crime,Drama,Mystery",English,294,"United Kingdom,United States",6.5,A Mind to Murder
"1959,Not Rated,1h 51m","Alec Guinness,Maureen O'Hara,Burl Ives,Ernie Kovacs,Noël Coward,Ralph Richardson,Jo Morrow,Grégoire Aslan,Paul Rogers,Raymond Huntley,Ferdy Mayne,Maurice Denham,Joseph G. Prieto,Duncan Macrae,Gerik Schjelderup,Hugh Manning,Karel Stepanek,Maxine Audley","Jim Wormold, who is a vacuum cleaner salesman, participates as an Agent in the British Secret Service. But he soon realizes that his plans by lying are going to get him into trouble.","Comedy,Crime,Drama","English,Spanish",6.1K,United Kingdom,7.2,Our Man in Havana
"1938,Passed,1h 3m","Glenda Farrell,Otto Kruger,Herbert Mundin,Charles D. Brown,Richard Lane,Lorraine Krueger,Bernard Nedell,David Oliver,Edward LeSaint,Eddie 'Rochester' Anderson,Irving Bacon,Maurice Cass,Ernie Adams,William Alston,Dorothy Arnold,James Blaine,Lynton Brent,John Butler","A magazine reporter exposes a crooked District Attorney, resulting in his trial. Complications ensue, however, when the man is acquitted.","Adventure,Comedy,Crime","French,Spanish,English",56,United States,5.9,Exposed
"2011,28m","Brandon Burke,Johnny Emery,Holly Fraser,Daniel Garrett,Geraldine Hakewill,Mark Lee,Kim Lewis,Suzannah McDonald,Tony Poli,Alyson Standen,Sarah Woods,Masa Yamaguchi","An intensely emotional half hour 'race-against-time' drama that follows a group of people all facing their own death, or the certain, imminent death of their nearest and dearest. The Kershaws' son, Mike, a promising cyclist, has suffered fatal head injuries after a terrible accident and the family are at odds with one another regarding his potential organ donation. Me...","Short,Drama,Family",English,14,Australia,9.0,The Last Race
"TV Movie,2017,PG,1h 29m","Olivia Lonsdale,Gijs Blom,Jonas Smulders,Phi Nguyen,Marcel Hensema,Melody Klaver,Ronald Top,Majd Mardo,Nienke van Hofslot,Marloes van den Heuvel,Bart Harder,Boy Ooteman,Boyd Grund,Fleur Voorn,Fabiola Veerman,Howard van Dodemont,Oscar Hoffmans,Daniel Schoemaker",Three young twenty-somethings get caught up in a dangerous world of deceit and betrayal as they start selling drugs on the dark web.,"Crime,Drama,Romance",Dutch,738,"Netherlands,Spain",6.0,Silk Road
"TV Series,2003–2005,29m","Stephen Fry,John Bird,James Lance,Zoe Telford,Nicholas Burns,Sally Bretton,Stefanie Callister,Kirsty Wark,Angus Deayton,Dermot Murnaghan,Jon Culshaw,Phillip Schofield,Mark Lawson,Stefan Kalipha,Joshua Rozenberg,Shaun Stone,Andrew Whipp,John Sessions",The inner workings of a successful PR firm - lying for a living.,Comedy,English,1K,United Kingdom,8.1,Absolute Power
"TV Series,1998–1999,TV-Y7,30m","Tracy Lynn Cruz,Patricia Ja Lee,Roger Velasco,Christopher Khayman Lee,Selwyn Ward,Paul Schrier,Jason Narvy,Melody Perkins,Sanae Kobayashi,Sôichirô Hoshi,Tsuyoshi Takishita,Mioko Fujiwara,Mari Maruta,Donene Kistler,Wendee Lee,Lex Lang,Julie Maddalena,Kenny Graceson","The most evil forces in the universe, Rita and Zedd, Machine Empire and Divatox, have formed an alliance with the monarch of all evil, Dark Spectre.","Action,Adventure,Family",English,3.6K,"United States,France,Japan",7.3,Power Rangers in Space
"1984,Not Rated,1h 30m","Margaret Klenck,Gary McCleery,John Seitz,John Sayles,J.T. Walsh,John Snyder,Martin Donovan,Spalding Gray,John P. Connolly,Willey Reynolds,Ruth Miller,Richard Allen,Geraldine Bartlett,Judson Camp,Charles Chalmers,Tony Farentino,Ilona Garcen,Larry Golden","A teenaged boy goes for a ride with his brother and the brother's friends, who proceed to rob a store and murder the clerk. They are caught and, despite the young boy's protestations, he is convicted of murder and sent to prison. A female social worker assigned to the boy's case not only believes him, but begins to fall in love with him, and determines to either help ...","Crime,Drama",English,142,United States,6.2,Hard Choices
"2004,R,1h 21m","Neve Campbell,Frederick Weller,Dominic Chianese,Ashley Shelton,James Toback,Alex Feldman,Brandon Sommers,Oliver 'Power' Grant,Mike Tyson,James Parris,Cara Hamill,Christina Rotholz,Bridget Lee Hall,Thomas Patti,Lori Singer,Jean-Pierre Vertus,Megan Pepin,Erin Omar","Feeling undervalued by her boyfriend, a young woman begins to explore her sexuality with other people.","Drama,Thriller","English,Italian,French",3.5K,United States,4.4,When Will I Be Loved
"1953,Not Rated,1h 40m","James Mason,Claire Bloom,Hildegard Knef,Geoffrey Toone,Aribert Wäscher,Ernst Schröder,Dieter Krause,Hilde Sessak,Karl John,Ljuba Welitsch,Eberhard Fechner,Reinhard Kolldehoff,Frederick Schiller,Emile Stemmler,Robert Brooks Turner","In post-WW2 Berlin, when travel to the East was still possible, the sister of a British officer from West Berlin is abducted by Communist agents and taken into the Soviet sector where her eventual rescue is arranged by a German smuggler.","Crime,Drama,Film-Noir","English,German,Russian",2.5K,United Kingdom,7.0,The Man Between
"2019,1h 33m","Peter Nicholas,Paris Jefferson,Anna Nightingale",A mysterious woman appears before social media CEO Brad and tempts him into signing a privacy-violating contract before the end of the day.,"Drama,Mystery,Thriller",English,37,United Kingdom,5.9,Sunset Contract
"TV Series,2021–2022,TV-Y7,21m","Russell Curry,Hunter Deno,Kainalu Moya,Josephine Davison,Tessa Rao,Chance Perez,Torum Heng,Jared Turner,Kira Josephson,Jordon T. Fite,Victoria Abbott,Campbell Cooley,Siobhan Marshall,Noah Paul,Benny Joy Smith,John Leigh,Blair Strang,Shavaughn Ruakere","When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.","Action,Adventure,Comedy",English,1K,United States,6.6,Power Rangers Dino Fury
"TV Series,1997–1998,TV-Y7,30m","Blake Foster,Carol Hoyt,Donene Kistler,Ed Neil,Derek Stephen Prince,Scott Page-Pagter,Lex Lang,Paul Schrier,Jason Narvy,Gregg Bullock,Katerina Luciani,Yorie Terauchi,Tomoya Kawai,Tracy Lynn Cruz,Kenny Graceson,Roger Velasco,Patricia Ja Lee,Selwyn Ward",Divatox has begun her invasion on Earth and the Power Rangers trade in their Zeo crystal powers for Turbo technology powers to combat this new threat.,"Action,Adventure,Family",English,2.7K,"United States,France,Japan",5.6,Power Rangers Turbo
"2011,PG-13,1h 29m","Sarah Jessica Parker,Pierce Brosnan,Kelsey Grammer,Greg Kinnear,Christina Hendricks,Seth Meyers,Olivia Munn,Jane Curtin,Mark Blum,Busy Philipps,Sarah Shahi,Jessica Szohr,Emma Rayne Lyle,Julius Goldberg,Theodore Goldberg,James Murtaugh,Mika Brzezinski,Eugenia Yuan","A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.","Comedy,Romance",English,21K,United States,5.0,I Don't Know How She Does It
"TV Series,1953– ,30m","Diane Sawyer,David Muir,Rob Marciano,Jonathan Karl,Matt Gutman,Pierre Thomas,Rachel Scott,Martha Raddatz,Aaron Katersky,Mary Bruce,Linsey Davis,Ginger Zee,Trevor Ault,Gio Benitez,Cecilia Vega,Steve Osunsami,Tom Llamas,Terry Moran","From the 60's to the 90's, the three major networks were, for the most part, the only source for national and international news. ABC News, anchored by Peter Jennings, regularly presented viewers with both news briefs and in-depth coverage of top events, ranging from human interest stories to the numerous crises that occurred around the world.",News,English,415,United States,5.8,ABC World News Tonight with David Muir
"1979,R,1h 47m","Marilyn Hassett,Julie Harris,Anne Jackson,Barbara Barrie,Robert Klein,Donna Mitchell,Mary Louise Weller,Jameson Parker,Thaao Penghlis,Scott McKay,Meg Mundy,Carole Monferdini,Debbie McLeod,Elizabeth Hubbard,Karen Howard,Margaret Hall,Dick Carballo,David Faulkner","As the horrors beneath the idealized 1950s come about, a successful young woman finds herself having a serious mental breakdown when she returns to New England.","Biography,Drama",English,298,United States,5.2,The Bell Jar
"2005,Not Rated,1h 25m","Woody Allen,Robert Downey Jr.,Neve Campbell,James Toback,Harvey Keitel,Mike Tyson,Jim Brown,John Calley,Damon Dash,Roger Ebert,Oliver 'Power' Grant,Bridget Hall,Woody Harrelson,Barry Levinson,Norman Mailer,Bijou Phillips,Power,Brett Ratner","Nicholas Jarecki follows director James Toback on the 12-day shoot of his thriller, When Will I Be Loved -- a movie made without a script or distribution deal.",Documentary,English,275,United States,6.5,The Outsider
"1955,Not Rated,2h 41m","Laurence Olivier,Cedric Hardwicke,Nicholas Hannen,Ralph Richardson,John Gielgud,Mary Kerridge,Pamela Brown,Paul Huson,Stewart Allen,Claire Bloom,Russell Thorndike,Wallace Bosco,Norman Fisher,Andrew Cruickshank,Clive Morton,Terence Greenidge,Norman Wooland,Alec Clunes","Shakespeare's powerful tale of the wicked deformed King and his conquests, both on the battlefield and in the boudoir.","Biography,Drama,History","English,Latin",5.2K,United Kingdom,7.4,Richard III
"TV Series,2019–2020,TV-Y7,21m","Rorrie D. Travis,Jasmeet Baduwalia,Jacqueline Scislowski,Abraham Rodriguez,Colby Strong,Liana Ramirez,Teuila Blakely,Campbell Cooley,Andrew Laing,Cosme Flores,Kristina Ho,Reid McGowan,Jamie Linehan,Kelson Henderson,Charlie McDermott,Amber-Rose Henshall,Emmanuel Reynaud,Dahnu Graham","Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team.","Action,Adventure,Comedy",English,779,United States,6.7,Power Rangers Beast Morphers
"TV Special,2013,TV-MA,1h 9m",Trevor Noah,"Celebrated as the most popular comedian in South Africa, Trevor Noah takes the stage in ""African American"" to explore his often-bewildering journey of arriving in America and simply wanting to be ""black."" Noah shares his perspective of growing up a mixed-race child under Apartheid, and fearlessly breaks down racial stereotypes on all sides by becoming what Newsweek ca...",Comedy,English,1.4K,United States,7.4,Trevor Noah: African American
